,close-1,close-2,close-3,pctchg-1,pctchg-2,pctchg-3,vol-1,vol-2,vol-3,name-1,name-2,name-3,industry-1,industry-2,industry-3,pctchg-0
20190110,29.19,29.05,29.02,0.4819,0.1034,2.1831,266177.0,169035.78,255083.1,0.0,0.0,0.0,0.61492571844,0.55006005741,0.44037632399999993,0.4796
20190111,29.33,29.19,29.05,0.4796,0.4819,0.1034,147383.83,266177.0,169035.78,0.0,0.0,0.0,0.67475849209,0.61492571844,0.55006005741,1.1592
20190114,29.67,29.33,29.19,1.1592,0.4796,0.4819,274907.28,147383.83,266177.0,0.10865411999999998,0.11204956124999998,0.11318137499999997,0.608702852425,0.70374924705,0.745970042185,0.0
20190115,29.67,29.67,29.33,0.0,1.1592,0.4796,156313.7,274907.28,147383.83,0.24759500125,0.10865411999999998,0.11204956124999998,0.6175899287,0.608702852425,0.70374924705,2.2582
20190116,30.34,29.67,29.67,2.2582,0.0,1.1592,233871.81,156313.7,274907.28,0.23822630549999996,0.24759500125,0.10865411999999998,0.649519895625,0.6175899287,0.608702852425,-0.2637
20190117,30.26,30.34,29.67,-0.2637,2.2582,0.0,224663.82,233871.81,156313.7,0.22370198324999999,0.23822630549999996,0.24759500125,0.6322718122,0.649519895625,0.6175899287,0.7931
20190118,30.5,30.26,30.34,0.7931,-0.2637,2.2582,229717.78,224663.82,233871.81,0.2040220345,0.22370198324999999,0.23822630549999996,0.6197160195899999,0.6322718122,0.649519895625,1.8033
20190121,31.05,30.5,30.26,1.8033,0.7931,-0.2637,203256.38,229717.78,224663.82,0.11404842925,0.14919525749999998,0.17918645924999999,0.604928430065,0.6961681268600001,0.651836242785,0.6441
20190122,31.25,31.05,30.5,0.6441,1.8033,0.7931,198741.74,203256.38,229717.78,0.1832749245,0.11404842925,0.14919525749999998,0.518973328575,0.604928430065,0.6961681268600001,-2.656
20190123,30.42,31.25,31.05,-2.656,0.6441,1.8033,197466.5,198741.74,203256.38,0.16048964249999997,0.1832749245,0.11404842925,0.571826348065,0.518973328575,0.604928430065,1.2163
20190124,30.79,30.42,31.25,1.2163,-2.656,0.6441,149498.42,197466.5,198741.74,0.13262178249999998,0.16048964249999997,0.1832749245,0.5942940972849999,0.571826348065,0.518973328575,-0.1624
20190125,30.74,30.79,30.42,-0.1624,1.2163,-2.656,135796.66,149498.42,197466.5,0.09967134450000001,0.13262178249999998,0.16048964249999997,0.5964920623225,0.5942940972849999,0.571826348065,1.8868
20190128,31.32,30.74,30.79,1.8868,-0.1624,1.2163,270230.1,135796.66,149498.42,0.07997663999999999,0.09233351549999999,0.102294018,0.61851385105,0.5693955383624999,0.646398178015,1.8519
20190129,31.9,31.32,30.74,1.8519,1.8868,-0.1624,265745.3,270230.1,135796.66,0.0652233915,0.07997663999999999,0.09233351549999999,0.5531828330374999,0.61851385105,0.5693955383624999,0.8464
20190130,32.17,31.9,31.32,0.8464,1.8519,1.8868,240740.2,265745.3,270230.1,0.04807376999999999,0.0652233915,0.07997663999999999,0.6139592272499999,0.5531828330374999,0.61851385105,-0.9636
20190131,31.86,32.17,31.9,-0.9636,0.8464,1.8519,135218.24,240740.2,265745.3,0.10882322549999998,0.04807376999999999,0.0652233915,0.6830882249375,0.6139592272499999,0.5531828330374999,1.9146
20190201,32.47,31.86,32.17,1.9146,-0.9636,0.8464,241221.22,135218.24,240740.2,0.0860779035,0.10882322549999998,0.04807376999999999,0.6700771501000001,0.6830882249375,0.6139592272499999,0.0924
20190211,32.5,32.47,31.86,0.0924,1.9146,-0.9636,262007.14,241221.22,135218.24,0.0,0.0,0.015256135499999995,0.119386362,0.15643835009999998,0.2133247384,2.2154
20190212,33.22,32.5,32.47,2.2154,0.0924,1.9146,306405.76,262007.14,241221.22,0.0,0.0,0.0,0.091081152,0.119386362,0.15643835009999998,0.9332
20190213,33.53,33.22,32.5,0.9332,2.2154,0.0924,276750.6,306405.76,262007.14,0.0,0.0,0.0,0.21455004300000002,0.091081152,0.119386362,3.1315
20190214,34.58,33.53,33.22,3.1315,0.9332,2.2154,281259.41,276750.6,306405.76,0.0,0.0,0.0,0.2680700505,0.21455004300000002,0.091081152,0.0
20190215,34.58,34.58,33.53,0.0,3.1315,0.9332,212577.97,281259.41,276750.6,0.0,0.0,0.0,0.24458210849999998,0.2680700505,0.21455004300000002,-2.6605
20190218,33.66,34.58,34.58,-2.6605,0.0,3.1315,357610.14,212577.97,281259.41,0.0,0.0,0.0,0.42606174257142854,0.4492882941428572,0.321116874,3.6245
20190219,34.88,33.66,34.58,3.6245,-2.6605,0.0,346673.82,357610.14,212577.97,0.0,0.0,0.0,0.39323061985714286,0.42606174257142854,0.4492882941428572,0.5447
20190220,35.07,34.88,33.66,0.5447,3.6245,-2.6605,287494.14,346673.82,357610.14,0.0,0.0,0.0,0.48542007600000003,0.39323061985714286,0.42606174257142854,-0.1141
