,close-1,close-2,close-3,pctchg-1,pctchg-2,pctchg-3,vol-1,vol-2,vol-3,name-1,name-2,name-3,industry-1,industry-2,industry-3,pctchg-0
20190110,67.71,65.35,66.35,3.6113,-1.5072,1.3286,31438.87,15534.31,18820.34,0.072866256,0.08539014375,0.09563696099999999,0.3354288571822727,0.3228376291783333,0.2999852886,-1.6837
20190111,66.57,67.71,65.35,-1.6837,3.6113,-1.5072,20410.6,31438.87,15534.31,0.058065297749999994,0.072866256,0.08539014375,0.3705726907959091,0.3354288571822727,0.3228376291783333,1.2618
20190114,67.41,66.57,67.71,1.2618,-1.6837,3.6113,12527.65,20410.6,31438.87,0.0,0.021632169749999992,0.04098726899999998,0.4557716558586363,0.5104000001340909,0.44044255194651516,-0.7121
20190115,66.93,67.41,66.57,-0.7121,1.2618,-1.6837,18257.49,12527.65,20410.6,0.0,0.0,0.021632169749999992,0.5041639604504545,0.4557716558586363,0.5104000001340909,6.4993
20190116,71.28,66.93,67.41,6.4993,-0.7121,1.2618,43189.7,18257.49,12527.65,0.12143823749999999,0.0,0.0,0.5576571867686363,0.5041639604504545,0.4557716558586363,0.7435
20190117,71.81,71.28,66.93,0.7435,6.4993,-0.7121,20949.74,43189.7,18257.49,0.120223855125,0.12143823749999999,0.0,0.5826110485131817,0.5576571867686363,0.5041639604504545,0.6684
20190118,72.29,71.81,71.28,0.6684,0.7435,6.4993,20100.25,20949.74,43189.7,0.11658070799999999,0.120223855125,0.12143823749999999,0.6321855659215908,0.5826110485131817,0.5576571867686363,-0.1937
20190121,72.15,72.29,71.81,-0.1937,0.6684,0.7435,27841.49,20100.25,20949.74,0.091078678125,0.10200811950000001,0.110508796125,0.5604410210941557,0.6459130212017856,0.595106614864935,1.3167
20190122,73.1,72.15,72.29,1.3167,-0.1937,0.6684,19408.72,27841.49,20100.25,0.077720472,0.091078678125,0.10200811950000001,0.4883639009758116,0.5604410210941557,0.6459130212017856,-1.2312
20190123,72.2,73.1,72.15,-1.2312,1.3167,-0.1937,18302.46,19408.72,27841.49,0.061933501125,0.077720472,0.091078678125,0.49379136884567093,0.4883639009758116,0.5604410210941557,-0.2909
20190124,71.99,72.2,73.1,-0.2909,-1.2312,1.3167,17505.75,18302.46,19408.72,0.043717765499999985,0.061933501125,0.077720472,0.5033377879465909,0.49379136884567093,0.4883639009758116,0.639
20190125,72.45,71.99,72.2,0.639,-0.2909,-1.2312,20784.25,17505.75,18302.46,0.023073265124999992,0.043717765499999985,0.061933501125,0.468908479225,0.5033377879465909,0.49379136884567093,0.7315
20190128,72.98,72.45,71.99,0.7315,0.639,-0.2909,14641.66,20784.25,17505.75,0.0,0.0,0.0,0.4166277886091071,0.4660092221151786,0.46598128430922614,-0.5344
20190129,72.59,72.98,72.45,-0.5344,0.7315,0.639,27540.72,14641.66,20784.25,0.0639135,0.0,0.0,0.43456271778851197,0.4166277886091071,0.4660092221151786,0.0
20190130,72.59,72.59,72.98,0.0,-0.5344,0.7315,19764.39,27540.72,14641.66,0.063274365,0.0639135,0.0,0.4294939166658929,0.43456271778851197,0.4166277886091071,-0.1653
20190131,72.47,72.59,72.59,-0.1653,0.0,-0.5344,19481.48,19764.39,27540.72,0.06135696,0.063274365,0.0639135,0.4844916304644643,0.4294939166658929,0.43456271778851197,-0.2346
