,close-1,close-2,close-3,pctchg-1,pctchg-2,pctchg-3,vol-1,vol-2,vol-3,name-1,name-2,name-3,industry-1,industry-2,industry-3,pctchg-0
20190110,5.71,5.72,5.74,-0.1748,-0.3484,0.1745,913084.45,549462.43,990802.54,0.1075331565,0.10861935,0.0,0.41025534999999996,0.4543699215,0.34904968950000004,-0.5254
20190111,5.68,5.71,5.72,-0.5254,-0.1748,-0.3484,536629.95,913084.45,549462.43,0.104274576,0.1075331565,0.10861935,0.48143159449999995,0.41025534999999996,0.4543699215,0.1761
20190114,5.69,5.68,5.71,0.1761,-0.5254,-0.1748,449997.93,536629.95,913084.45,0.2225216421,0.23670541890000002,0.2457781185,0.40853509024999995,0.47716203249999994,0.55960412375,-0.703
20190115,5.65,5.69,5.68,-0.703,0.1761,-0.5254,363511.51,449997.93,536629.95,0.2032267881,0.2225216421,0.23670541890000002,0.4361356934999999,0.40853509024999995,0.47716203249999994,1.5929
20190116,5.74,5.65,5.69,1.5929,-0.703,0.1761,808889.03,363511.51,449997.93,0.1788208569,0.2032267881,0.2225216421,0.36974271675,0.4361356934999999,0.40853509024999995,0.1742
20190117,5.75,5.74,5.65,0.1742,1.5929,-0.703,491820.7,808889.03,363511.51,0.1493038485,0.1788208569,0.2032267881,0.4637007289999999,0.36974271675,0.4361356934999999,-0.8696
20190118,5.7,5.75,5.74,-0.8696,0.1742,1.5929,565430.36,491820.7,808889.03,0.11467576289999999,0.1493038485,0.1788208569,0.54063527475,0.4637007289999999,0.36974271675,4.9123
20190121,5.98,5.7,5.75,4.9123,-0.8696,0.1742,1831006.88,565430.36,491820.7,0.2793974709,0.3095157601,0.20295795009999998,0.32778738900000004,0.40262692024999996,0.46472186399999993,-0.1672
20190122,5.97,5.98,5.7,-0.1672,4.9123,-0.8696,853084.53,1831006.88,565430.36,0.2411825005,0.2793974709,0.3095157601,0.2667300765,0.32778738900000004,0.40262692024999996,-1.1725
20190123,5.9,5.97,5.98,-1.1725,-0.1672,4.9123,628946.91,853084.53,1831006.88,0.22572709600000002,0.2411825005,0.2793974709,0.22603156800000002,0.2667300765,0.32778738900000004,0.5085
20190124,5.93,5.9,5.97,0.5085,-1.1725,-0.1672,619937.35,628946.91,853084.53,0.2051137005,0.22572709600000002,0.2411825005,0.17802693249999998,0.22603156800000002,0.2667300765,-0.6745
20190125,5.89,5.93,5.9,-0.6745,0.5085,-1.1725,712861.79,619937.35,628946.91,0.179342314,0.2051137005,0.22572709600000002,0.22939026999999998,0.17802693249999998,0.22603156800000002,2.7165
20190128,6.05,5.89,5.93,2.7165,-0.6745,0.5085,1456917.76,712861.79,619937.35,0.34783118139999997,0.39464788409999996,0.28513532649999995,0.2650180615,0.24097598399999998,0.18297228299999996,-0.3306
20190129,6.03,6.05,5.89,-0.3306,2.7165,-0.6745,823301.67,1456917.76,712861.79,0.2901826969,0.34783118139999997,0.39464788409999996,0.37098685499999995,0.2650180615,0.24097598399999998,1.8242
20190130,6.14,6.03,6.05,1.8242,-0.3306,2.7165,1043283.35,823301.67,1456917.76,0.3962613141,0.2901826969,0.34783118139999997,0.4526099831249999,0.37098685499999995,0.2650180615,-1.1401
20190131,6.07,6.14,6.03,-1.1401,1.8242,-0.3306,800981.27,1043283.35,823301.67,0.37219185450000003,0.3962613141,0.2901826969,0.42565988499999996,0.4526099831249999,0.37098685499999995,0.8237
20190201,6.12,6.07,6.14,0.8237,-1.1401,1.8242,769240.65,800981.27,1043283.35,0.33949511610000005,0.37219185450000003,0.3962613141,0.509608447125,0.42565988499999996,0.4526099831249999,0.1634
20190211,6.13,6.12,6.07,0.1634,0.8237,-1.1401,835118.91,769240.65,800981.27,0.072633384,0.091147776,0.1068138,0.33709347349999996,0.40796985449999995,0.4660391414999999,-0.3263
20190212,6.11,6.13,6.12,-0.3263,0.1634,0.8237,1005733.29,835118.91,769240.65,0.196612124,0.072633384,0.091147776,0.27876858525000003,0.33709347349999996,0.40796985449999995,0.982
20190213,6.17,6.11,6.13,0.982,-0.3263,0.1634,923396.25,1005733.29,835118.91,0.170947581,0.196612124,0.072633384,0.23198193299999997,0.27876858525000003,0.33709347349999996,0.4862
20190214,6.2,6.17,6.11,0.4862,0.982,-0.3263,1369321.53,923396.25,1005733.29,0.19666213999999999,0.170947581,0.196612124,0.288999703,0.23198193299999997,0.27876858525000003,-0.4839
20190215,6.17,6.2,6.17,-0.4839,0.4862,0.982,1031587.55,1369321.53,923396.25,0.188823722,0.19666213999999999,0.170947581,0.25311033166499997,0.288999703,0.23198193299999997,-2.269
20190218,6.03,6.17,6.2,-2.269,-0.4839,0.4862,1390616.99,1031587.55,1369321.53,0.141011372,0.16099833800000002,0.176935788,0.21629638163999998,0.27850044398499996,0.33072231966,1.6584
20190219,6.13,6.03,6.17,1.6584,-2.269,-0.4839,1702538.38,1390616.99,1031587.55,0.11697489000000001,0.141011372,0.16099833800000002,0.17482290562500002,0.21629638163999998,0.27850044398499996,-0.9788
