,close-1,close-2,close-3,pctchg-1,pctchg-2,pctchg-3,vol-1,vol-2,vol-3,name-1,name-2,name-3,industry-1,industry-2,industry-3,pctchg-0
20190110,56.95,55.8,56.3,2.0609,-0.8881,-0.5125,819146.13,559920.92,765930.07,0.326967786885,0.248749989465,0.265448377905,0.5688887975385714,0.5056843884257143,0.46724183025,0.9658
20190111,57.5,56.95,55.8,0.9658,2.0609,-0.8881,673282.23,819146.13,559920.92,0.42805571341500004,0.326967786885,0.248749989465,0.6225206898171428,0.5688887975385714,0.5056843884257143,0.9913
20190114,58.07,57.5,56.95,0.9913,0.9658,2.0609,457569.73,673282.23,819146.13,0.52425191916,0.576447525555,0.490127413305,0.7532691641292857,0.7256379052999999,0.6734167569042857,-1.636
20190115,57.12,58.07,57.5,-1.636,0.9913,0.9658,475326.51,457569.73,673282.23,0.458254584975,0.52425191916,0.576447525555,0.7382025900171428,0.7532691641292857,0.7256379052999999,2.5735
20190116,58.59,57.12,58.07,2.5735,-1.636,0.9913,586264.87,475326.51,457569.73,0.39375341760000004,0.458254584975,0.52425191916,0.7065607354635715,0.7382025900171428,0.7532691641292857,0.256
20190117,58.74,58.59,57.12,0.256,2.5735,-1.636,404111.83,586264.87,475326.51,0.42984597502500005,0.39375341760000004,0.458254584975,0.6072062563435714,0.7065607354635715,0.7382025900171428,-0.017
20190118,58.73,58.74,58.59,-0.017,0.256,2.5735,535050.39,404111.83,586264.87,0.4996145549999999,0.42984597502500005,0.39375341760000004,0.6080493609552198,0.6072062563435714,0.7065607354635715,2.0262
20190121,59.92,58.73,58.74,2.0262,-0.017,0.256,561756.65,535050.39,404111.83,0.41981929612499996,0.49818639075,0.4883024891249999,0.6747020393125001,0.6297671088461538,0.6398593149931319,1.4519
20190122,60.79,59.92,58.73,1.4519,2.0262,-0.017,559842.77,561756.65,535050.39,0.37374648525000004,0.41981929612499996,0.49818639075,0.5770832018653846,0.6747020393125001,0.6297671088461538,-1.1844
20190123,60.07,60.79,59.92,-1.1844,1.4519,2.0262,419507.61,559842.77,561756.65,0.435425928495,0.37374648525000004,0.41981929612499996,0.4840178795048077,0.5770832018653846,0.6747020393125001,-0.9655
20190124,59.49,60.07,60.79,-0.9655,-1.1844,1.4519,374932.63,419507.61,559842.77,0.45787800348,0.435425928495,0.37374648525000004,0.40153451560576925,0.4840178795048077,0.5770832018653846,1.5801
20190125,60.43,59.49,60.07,1.5801,-0.9655,-1.1844,449406.18,374932.63,419507.61,0.48392099170499997,0.45787800348,0.435425928495,0.33109336504326925,0.40153451560576925,0.4840178795048077,1.4231
20190128,61.29,60.43,59.49,1.4231,1.5801,-0.9655,672459.11,449406.18,374932.63,0.3616410696046154,0.4350731650903846,0.4791586196123076,0.33737088305357144,0.4138034050885989,0.3799789566387362,0.3753
20190129,61.52,61.29,60.43,0.3753,1.4231,1.5801,581648.84,672459.11,449406.18,0.30399218328,0.3616410696046154,0.4350731650903846,0.26760604218749995,0.33737088305357144,0.4138034050885989,0.2113
20190130,61.65,61.52,61.29,0.2113,0.3753,1.4231,395192.94,581648.84,672459.11,0.36405434299153844,0.30399218328,0.3616410696046154,0.34003460585714285,0.26760604218749995,0.33737088305357144,-0.6488
20190131,61.25,61.65,61.52,-0.6488,0.2113,0.3753,310003.23,395192.94,581648.84,0.4205571720392307,0.36405434299153844,0.30399218328,0.4270134763571428,0.34003460585714285,0.26760604218749995,2.8245
20190201,62.98,61.25,61.65,2.8245,-0.6488,0.2113,692265.32,310003.23,395192.94,0.44209927847307684,0.4205571720392307,0.36405434299153844,0.5212617514285715,0.4270134763571428,0.34003460585714285,0.3652
20190211,63.21,62.98,61.25,0.3652,2.8245,-0.6488,437924.7,692265.32,310003.23,0.306950845275,0.379743495,0.46032744817500004,0.23817520024999994,0.15266232974999996,0.21872188024999994,1.8668
20190212,64.39,63.21,62.98,1.8668,0.3652,2.8245,541815.51,437924.7,692265.32,0.31236616159999997,0.306950845275,0.379743495,0.20802502725,0.23817520024999994,0.15266232974999996,-0.1864
