,open-1,open-2,open-3,pctchg-1,pctchg-2,pctchg-3,vol-1,vol-2,vol-3,name-1,name-2,name-3,industry-1,industry-2,industry-3,pctchg-0
20190110,24.99,24.59,24.8,3.7037,-1.2195,-0.6061,766754.81,208636.59,288675.98,0.190244670375,0.18996842475,0.195405709875,0.7559027665312748,0.7230979219953921,0.66659098936203,-1.4286
20190111,25.25,24.99,24.59,-1.4286,3.7037,-1.2195,341056.52,766754.81,208636.59,0.32409630577500004,0.190244670375,0.18996842475,0.7788316503958865,0.7559027665312748,0.7230979219953921,1.3285
20190114,24.89,25.25,24.99,1.3285,-1.4286,3.7037,226291.57,341056.52,766754.81,0.38695384477499994,0.424935963975,0.452805449475,0.8089307592200887,0.7899887582964888,0.7734544347911922,-1.1919
20190115,25.1,24.89,25.25,-1.1919,1.3285,-1.4286,252493.37,226291.57,341056.52,0.338859091875,0.38695384477499994,0.424935963975,0.8077994416086128,0.8089307592200887,0.7899887582964888,1.0856
20190116,25.01,25.1,24.89,1.0856,-1.1919,1.3285,331360.07,252493.37,226291.57,0.2926628364,0.338859091875,0.38695384477499994,0.8090720025529474,0.8077994416086128,0.8089307592200887,1.2331
20190117,25.18,25.01,25.1,1.2331,1.0856,-1.1919,278248.29,331360.07,252493.37,0.237497864475,0.2926628364,0.338859091875,0.7945928435053303,0.8090720025529474,0.8077994416086128,-1.6503
20190118,25.52,25.18,25.01,-1.6503,1.2331,1.0856,250926.18,278248.29,331360.07,0.1733641761,0.237497864475,0.2926628364,0.7822529426471146,0.7945928435053303,0.8090720025529474,1.4383
20190121,25.28,25.52,25.18,1.4383,-1.6503,1.2331,400469.58,250926.18,278248.29,0.1682957355,0.08126793899999997,0.13036684102499999,0.7695657870765711,0.7637782521876114,0.781392116166808,2.9145
20190122,25.45,25.28,25.52,2.9145,1.4383,-1.6503,456954.85,400469.58,250926.18,0.138784239,0.1682957355,0.08126793899999997,0.7676067681667655,0.7695657870765711,0.7637782521876114,-2.7555
20190123,26.22,25.45,25.28,-2.7555,2.9145,1.4383,225611.23,456954.85,400469.58,0.134578656,0.138784239,0.1682957355,0.7551978277639939,0.7676067681667655,0.7695657870765711,-0.4329
20190124,25.35,26.22,25.45,-0.4329,-2.7555,2.9145,238642.04,225611.23,456954.85,0.12756935100000003,0.134578656,0.138784239,0.7528207385081829,0.7551978277639939,0.7676067681667655,1.581
20190125,25.4,25.35,26.22,1.581,-0.4329,-2.7555,283422.96,238642.04,225611.23,0.11775632400000001,0.12756935100000003,0.134578656,0.7561640300625809,0.7528207385081829,0.7551978277639939,2.0623
20190128,25.72,25.4,25.35,2.0623,1.581,-0.4329,488782.94,283422.96,238642.04,0.10955799899999999,0.1289716635,0.144788625,0.7344680371613617,0.765711782142984,0.7531307163983383,-0.5337
20190129,26.2,25.72,25.4,-0.5337,2.0623,1.581,395268.04,488782.94,283422.96,0.08654763149999997,0.10955799899999999,0.1289716635,0.7431882875773724,0.7344680371613617,0.765711782142984,0.345
20190130,26.49,26.2,25.72,0.345,-0.5337,2.0623,249995.49,395268.04,488782.94,0.05994056099999999,0.08654763149999997,0.10955799899999999,0.7376897547865098,0.7431882875773724,0.7344680371613617,-0.6494
20190131,26.12,26.49,26.2,-0.6494,0.345,-0.5337,161896.25,249995.49,395268.04,0.13587915,0.05994056099999999,0.08654763149999997,0.7442505306871361,0.7376897547865098,0.7431882875773724,2.2684
20190201,26.19,26.12,26.49,2.2684,-0.6494,0.345,286167.21,161896.25,249995.49,0.13045633087500003,0.13587915,0.05994056099999999,0.7535642390106756,0.7442505306871361,0.7376897547865098,0.188
20190211,26.89,26.19,26.12,0.188,2.2684,-0.6494,193436.13,286167.21,161896.25,0.0,0.0,0.020167048874999996,0.6843058779190493,0.7107205721695588,0.7150373986613824,1.2758
20190212,26.28,26.89,26.19,1.2758,0.188,2.2684,264077.5,193436.13,286167.21,0.0,0.0,0.0,0.6950184559949485,0.6843058779190493,0.7107205721695588,-0.704
20190213,27.05,26.28,26.89,-0.704,1.2758,0.188,329788.08,264077.5,193436.13,0.0,0.0,0.0,0.7055168181797145,0.6950184559949485,0.6843058779190493,3.6194
20190214,26.75,27.05,26.28,3.6194,-0.704,1.2758,471827.92,329788.08,264077.5,0.0,0.0,0.0,0.7198030642002424,0.7055168181797145,0.6950184559949485,-0.6122
20190215,27.59,26.75,27.05,-0.6122,3.6194,-0.704,237397.22,471827.92,329788.08,0.0689175,0.0,0.0,0.7147677188576972,0.7198030642002424,0.7055168181797145,-4.9638
20190218,26.9,27.59,26.75,-4.9638,-0.6122,3.6194,542325.92,237397.22,471827.92,0.31181407139999995,0.18165527909999998,0.184889415,0.7534920197805134,0.7362437481734566,0.7259336690790654,4.0793
20190219,26.4,26.9,27.59,4.0793,-4.9638,-0.6122,393033.06,542325.92,237397.22,0.2997857469,0.31181407139999995,0.18165527909999998,0.7488855686140129,0.7534920197805134,0.7362437481734566,1.1722
20190220,27.31,26.4,26.9,1.1722,4.0793,-4.9638,321050.09,393033.06,542325.92,0.4216767605999999,0.2997857469,0.31181407139999995,0.7360980431437772,0.7488855686140129,0.7534920197805134,2.1723
20190221,27.9,27.31,26.4,2.1723,1.1722,4.0793,348459.56,321050.09,393033.06,0.3953373825,0.4216767605999999,0.2997857469,0.7450068658394479,0.7360980431437772,0.7488855686140129,1.4529
20190222,28.35,27.9,27.31,1.4529,2.1723,1.1722,312631.04,348459.56,321050.09,0.47776535759999994,0.3953373825,0.4216767605999999,0.7452450989500693,0.7450068658394479,0.7360980431437772,-0.7684
20190225,28.59,28.35,27.9,-0.7684,1.4529,2.1723,206887.23,312631.04,348459.56,0.30477456435,0.3740598533999999,0.43172345114999994,0.7085006044587336,0.7499389224998461,0.7397202933543287,3.1679
20190226,28.09,28.59,28.35,3.1679,-0.7684,1.4529,487835.53,206887.23,312631.04,0.24313881899999998,0.30477456435,0.3740598533999999,0.7139632981590296,0.7085006044587336,0.7499389224998461,-2.9342
20190227,29.11,28.09,28.59,-2.9342,3.1679,-0.7684,329021.8,487835.53,206887.23,0.19091201565000002,0.24313881899999998,0.30477456435,0.7230215582238374,0.7139632981590296,0.7085006044587336,-0.5624
20190228,28.3,29.11,28.09,-0.5624,-2.9342,3.1679,284489.84,329021.8,487835.53,0.13067912159999998,0.19091201565000002,0.24313881899999998,0.7302630237627733,0.7230215582238374,0.7139632981590296,0.106
20190301,28.32,28.3,29.11,0.106,-0.5624,-2.9342,208529.33,284489.84,329021.8,0.09123208184999998,0.13067912159999998,0.19091201565000002,0.7341056939123658,0.7302630237627733,0.7230215582238374,1.2712
20190304,28.5,28.32,28.3,1.2712,0.106,-0.5624,255317.23,208529.33,284489.84,0.0030710784000000002,0.02602433024999999,0.04652104139999998,0.730199717187231,0.7323737084202683,0.7320831353700132,-0.4881
20190305,28.62,28.5,28.32,-0.4881,1.2712,0.106,490701.84,255317.23,208529.33,0.0024472656000000003,0.0030710784000000002,0.02602433024999999,0.7341619781804127,0.730199717187231,0.7323737084202683,-1.4716
20190306,28.8,28.62,28.5,-1.4716,-0.4881,1.2712,550717.84,490701.84,255317.23,0.0017274815999999994,0.0024472656000000003,0.0030710784000000002,0.7330488744841787,0.7341619781804127,0.730199717187231,-1.2447
20190307,28.08,28.8,28.62,-1.2447,-1.4716,-0.4881,496749.9,550717.84,490701.84,0.1461068514,0.0017274815999999994,0.0024472656000000003,0.7243508154398263,0.7330488744841787,0.7341619781804127,-2.7368
20190308,27.77,28.08,28.8,-2.7368,-1.2447,-1.4716,533286.71,496749.9,550717.84,0.14374317374999998,0.1461068514,0.0017274815999999994,0.6999080781905592,0.7243508154398263,0.7330488744841787,-1.9252
20190311,26.8,27.77,28.08,-1.9252,-2.7368,-1.2447,363053.42,533286.71,496749.9,0.251727905,0.13212756375,0.13938731999999998,0.7144395779927676,0.6801898453984451,0.6832442700924746,0.7173
20190312,26.48,26.8,27.77,0.7173,-1.9252,-2.7368,445646.22,363053.42,533286.71,0.30687345374999997,0.251727905,0.13212756375,0.7130758219167597,0.7144395779927676,0.6801898453984451,0.2249
20190313,26.59,26.48,26.8,0.2249,0.7173,-1.9252,544021.89,445646.22,363053.42,0.28631396249999996,0.30687345374999997,0.251727905,0.7242893370145868,0.7130758219167597,0.7144395779927676,-4.4129
20190314,26.58,26.59,26.48,-4.4129,0.2249,0.7173,787482.15,544021.89,445646.22,0.40433857375,0.28631396249999996,0.30687345374999997,0.7253702932436262,0.7242893370145868,0.7130758219167597,0.7825
20190315,25.54,26.58,26.59,0.7825,-4.4129,0.2249,493079.13,787482.15,544021.89,0.3685455525,0.40433857375,0.28631396249999996,0.7325174960080594,0.7253702932436262,0.7242893370145868,0.0776
20190318,25.78,25.54,26.58,0.0776,0.7825,-4.4129,442612.5,493079.13,787482.15,0.372616788,0.411682702,0.46852921375,0.7423427217532588,0.752027234022533,0.7411638332598303,2.211
20190319,25.95,25.78,25.54,2.211,0.0776,0.7825,513306.25,442612.5,493079.13,0.3915669622857143,0.372616788,0.411682702,0.7319708365054527,0.7423427217532588,0.752027234022533,0.9488
20190320,26.45,25.95,25.78,0.9488,2.211,0.0776,484522.67,513306.25,442612.5,0.3322098706428571,0.3915669622857143,0.372616788,0.7196861327321951,0.7319708365054527,0.7423427217532588,-0.8271
20190321,26.59,26.45,25.95,-0.8271,0.9488,2.211,287751.6,484522.67,513306.25,0.2616898517142857,0.3322098706428571,0.3915669622857143,0.7191116938874101,0.7196861327321951,0.7319708365054527,-0.7961
20190322,26.38,26.59,26.45,-0.7961,-0.8271,0.9488,341610.78,287751.6,484522.67,0.20725734549999997,0.2616898517142857,0.3322098706428571,0.7057896448389108,0.7191116938874101,0.7196861327321951,0.2675
20190325,26.15,26.38,26.59,0.2675,-0.7961,-0.8271,398855.27,341610.78,287751.6,0.35900666864285713,0.2489268212142857,0.1588544495,0.7522359443011903,0.7185611882620649,0.7021963457948249,-2.5152
20190326,25.9,26.15,26.38,-2.5152,0.2675,-0.7961,358167.53,398855.27,341610.78,0.3996287727857143,0.35900666864285713,0.2489268212142857,0.7688747625048664,0.7522359443011903,0.7185611882620649,0.5473
20190327,25.69,25.9,26.15,0.5473,-2.5152,0.2675,250346.11,358167.53,398855.27,0.37703135794285714,0.3996287727857143,0.35900666864285713,0.7808362964308835,0.7688747625048664,0.7522359443011903,-1.283
20190328,25.73,25.69,25.9,-1.283,0.5473,-2.5152,374189.32,250346.11,358167.53,0.34563143541428576,0.37703135794285714,0.3996287727857143,0.7839424022932765,0.7808362964308835,0.7688747625048664,-0.1182
20190329,25.3,25.73,25.69,-0.1182,-1.283,0.5473,294749.78,374189.32,250346.11,0.3054290052,0.34563143541428576,0.37703135794285714,0.7847222300152801,0.7839424022932765,0.7808362964308835,2.7997
20190401,25.35,25.3,25.73,2.7997,-0.1182,-1.283,452746.89,294749.78,374189.32,0.1788042378,0.22845854999999998,0.2706668058,0.7976887909216379,0.785382386826276,0.7773917816355828,1.9946
20190402,26.24,25.35,25.3,1.9946,2.7997,-0.1182,593451.75,452746.89,294749.78,0.2263142192,0.1788042378,0.22845854999999998,0.7916786819153008,0.7976887909216379,0.785382386826276,-0.6393
20190403,26.5,26.24,25.35,-0.6393,1.9946,2.7997,675349.89,593451.75,452746.89,0.3004916906999999,0.2263142192,0.1788042378,0.7800944545764602,0.7916786819153008,0.7976887909216379,2.8388
20190404,26.35,26.5,26.24,2.8388,-0.6393,1.9946,857965.53,675349.89,593451.75,0.25455026579999995,0.3004916906999999,0.2263142192,0.7738346086308445,0.7800944545764602,0.7916786819153008,5.3
20190408,27.35,26.35,26.5,5.3,2.8388,-0.6393,1183779.56,857965.53,675349.89,0.28961086175,0.3201716265,0.34325505375,0.7272012647995528,0.7638538613960741,0.7646350989912366,-1.8525
